date,iso,avg_rating,total_ratings,new_avg_rating,new_ratings,name,store,code
2023-04-24,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-01,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-08,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-15,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-22,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-29,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-05,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-12,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-19,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-26,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-03,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-10,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-17,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-24,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-31,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-07,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-14,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-21,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-28,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-04,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-11,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-18,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-25,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-02,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-09,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-16,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-23,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-30,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-06,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-13,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-20,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-27,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-04,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-11,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-18,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-25,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-01,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-08,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-15,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-22,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-29,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-05,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-12,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-19,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-26,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-04,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-11,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-18,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-25,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-01,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-08,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-15,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-22,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-29,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-06,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-13,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-20,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-27,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-03,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-10,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-17,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-24,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-07-01,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-07-08,US,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-07-15,US,3.86,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-07-22,US,4.46,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-07-29,US,4.63,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-05,US,4.51,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-12,US,4.6,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-19,US,4.49,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-26,US,4.68,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-02,US,4.43,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-09,US,4.48,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-16,US,4.61,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-23,US,4.6,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-30,US,4.52,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-07,US,4.52,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-14,US,4.35,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-21,US,4.37,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-28,US,4.55,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-04,US,4.39,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-11,US,4.52,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-18,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-25,US,4.56,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-02,US,4.5,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-09,US,4.44,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-16,US,4.36,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-23,US,4.33,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-30,US,4.32,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-06,US,4.29,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-13,US,4.33,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-20,US,4.29,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-27,US,4.18,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-03,US,4.13,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-10,US,4.31,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-17,US,4.64,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-24,US,4.57,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-03,US,4.49,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-10,US,4.57,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-17,US,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-24,US,4.56,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-31,US,4.57,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-07,US,4.53,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-14,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-21,US,4.53,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-28,US,4.51,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-05,US,4.51,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-12,US,4.5,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-19,US,4.56,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-26,US,4.53,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-02,US,4.55,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-09,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-16,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-23,US,4.59,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-30,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-07,US,4.61,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-14,US,4.6,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-21,US,4.63,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-28,US,4.65,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-04,US,4.65,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-11,US,4.67,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-18,US,4.61,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-25,US,4.59,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-01,US,4.54,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-08,US,4.52,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-15,US,4.51,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-22,US,4.53,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-29,US,4.54,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-06,US,4.56,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-13,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-20,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-27,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-11-03,US,4.57,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-11-10,US,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-11-17,US,4.57,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-12-01,US,4.56,,0.0,,Claude by Anthropic,google_play,Claude_google
2022-12-26,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-02,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-09,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-16,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-23,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-30,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-06,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-13,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-20,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-27,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-06,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-13,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-20,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-27,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-03,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-10,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-17,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-24,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-01,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-08,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-15,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-22,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-29,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-05,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-12,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-19,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-26,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-03,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-10,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-17,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-24,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-31,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-07,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-14,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-21,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-28,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-04,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-11,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-18,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-09-25,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-02,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-09,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-16,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-23,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-10-30,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-06,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-13,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-20,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-11-27,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-04,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-11,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-18,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-12-25,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-01,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-08,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-15,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-22,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-01-29,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-05,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-12,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-19,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-02-26,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-04,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-11,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-18,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-03-25,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-01,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-08,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-15,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-22,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-04-29,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-06,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-13,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-20,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-05-27,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-03,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-10,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-17,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-06-24,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-07-01,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-07-08,VN,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2024-07-15,VN,4.2,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-07-22,VN,4.18,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-07-29,VN,3.88,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-05,VN,3.76,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-12,VN,3.96,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-19,VN,3.97,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-08-26,VN,4.07,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-02,VN,4.11,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-09,VN,4.25,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-16,VN,4.36,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-23,VN,4.57,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-09-30,VN,4.61,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-07,VN,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-14,VN,4.75,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-21,VN,4.63,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-10-28,VN,4.48,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-04,VN,4.29,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-11,VN,4.33,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-18,VN,4.17,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-11-25,VN,4.0,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-02,VN,4.04,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-09,VN,4.02,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-16,VN,4.06,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-23,VN,4.04,,0.0,,Claude by Anthropic,google_play,Claude_google
2024-12-30,VN,4.11,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-06,VN,4.08,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-13,VN,4.1,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-20,VN,4.15,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-01-27,VN,4.14,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-03,VN,4.11,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-10,VN,4.06,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-17,VN,4.22,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-02-24,VN,4.41,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-03,VN,4.48,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-10,VN,4.55,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-17,VN,4.55,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-24,VN,4.59,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-03-31,VN,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-07,VN,4.64,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-14,VN,4.69,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-21,VN,4.71,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-04-28,VN,4.63,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-05,VN,4.65,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-12,VN,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-19,VN,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-05-26,VN,4.74,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-02,VN,4.73,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-09,VN,4.74,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-16,VN,4.72,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-23,VN,4.57,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-06-30,VN,4.63,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-07,VN,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-14,VN,4.61,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-21,VN,4.64,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-07-28,VN,4.66,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-04,VN,4.65,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-11,VN,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-18,VN,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-08-25,VN,4.54,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-01,VN,4.54,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-08,VN,4.62,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-15,VN,4.55,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-22,VN,4.5,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-09-29,VN,4.58,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-06,VN,4.47,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-13,VN,4.38,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-20,VN,4.39,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-10-27,VN,4.45,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-11-03,VN,4.59,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-11-10,VN,4.72,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-11-17,VN,4.74,,0.0,,Claude by Anthropic,google_play,Claude_google
2025-12-01,VN,4.76,,0.0,,Claude by Anthropic,google_play,Claude_google
2022-12-26,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-02,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-09,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-16,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-23,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-01-30,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-06,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-13,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-20,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-02-27,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-06,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-13,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-20,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-03-27,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-03,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-10,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-17,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-04-24,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-01,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-08,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-15,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-22,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-05-29,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-05,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-12,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-19,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-06-26,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-03,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-10,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-17,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-24,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-07-31,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-07,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-14,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
2023-08-21,ZA,0.0,0.0,0.0,0.0,Claude by Anthropic,google_play,Claude_google
